X,Y,LA,LO,COUNTY,NAME,IMAGE,GRADE,CLASS,NEW
428500,113900,50.9233,-1.5945,Hampshire,Wittensford,1,3,1,0
339900,242400,52.0763,-2.8770,Herefordshire,Byford,2,5,3,0
373200,234900,52.0115,-2.3905,Herefordshire,Clenchers Mill,1,2,1,0
327800,236100,52.0182,-3.0522,Herefordshire,Craswall,1,1,1,0
336200,230300,51.9671,-2.9288,Herefordshire,Cwm Dulas,1,4,1,0
326900,253500,52.1745,-3.0691,Herefordshire,Huntington,1,2,3,0
329400,260400,52.2369,-3.0340,Herefordshire,Knill,1,3,3,0
332000,228800,51.9531,-2.9896,Herefordshire,Longtown,1,1,2,0
354500,261100,52.2458,-2.6665,Herefordshire,Lower Bach,1,2,1,0
331800,234100,52.0007,-2.9936,Herefordshire,Michaelchurch Escley,1,1,2,0
330900,262500,52.2559,-3.0124,Herefordshire,Nash,1,3,3,0
334300,233200,51.9929,-2.9570,Herefordshire,Newton_,1,1,3,0
330500,232200,51.9835,-3.0121,Herefordshire,Parrys Cwm,1,1,2,0
332100,240100,52.0547,-2.9904,Herefordshire,Snodhill,1,1,1,0
334500,259300,52.2276,-2.9591,Herefordshire,The Forge,1,2,3,0
327400,233700,51.9966,-3.0576,Herefordshire,Upper Blaen,1,2,1,0
349700,248300,52.1303,-2.7349,Herefordshire,Wellington,1,2,1,0
528000,223300,51.8931,-0.1397,Hertfordshire,Aston End,1,1,2,0
538500,218800,51.8501,0.0110,Hertfordshire,Barwick Ford,2,4,1,0
508305,216735,51.8383,-0.4278,Hertfordshire,Bonners,2,1,2,0
539500,225500,51.9101,0.0283,Hertfordshire,Braughing,2,2,1,0
539500,225000,51.9056,0.0281,Hertfordshire,Braughing,2,2,1,0
536300,229600,51.9477,-0.0166,Hertfordshire,Buntingford,1,1,2,0
534250,235250,51.999469,-0.045844,Hertfordshire,Chapel Green,1,1,3,0
535500,231600,51.9659,-0.0275,Hertfordshire,Chipping_,1,1,3,0
521200,216700,51.8353,-0.2408,Hertfordshire,Codicote,2,1,2,0
537300,217200,51.8361,-0.0070,Hertfordshire,Cold Christmas,1,2,4,0
543750,211500,51.7832,0.0842,Hertfordshire,Eastwick,1,3,3,0
526800,208800,51.7631,-0.1624,Hertfordshire,Essendon,1,1,2,0
543700,228700,51.9378,0.0906,Hertfordshire,Furneux Pelham,3,5,3,0
532945,223600,51.8946,-0.0677,Hertfordshire,Green End,1,1,3,0
514800,214800,51.8196,-0.3342,Hertfordshire,Harpenden,1,3,3,0
534600,222600,51.8852,-0.0441,Hertfordshire,Haultwick,1,2,3,0
536900,208300,51.7562,-0.0163,Hertfordshire,Hoddesdon,1,1,1,0
539200,220500,51.8652,0.0219,Hertfordshire,Latchford,3,3,3,0
538700,220100,51.8618,0.0145,Hertfordshire,Latchford,3,3,3,0
518200,203700,51.7191,-0.2887,Hertfordshire,London Colney,2,4,3,0
518050,203550,51.718262,-0.292521,Hertfordshire,London Colney,2,1,4,0
543000,218600,51.8472,0.0763,Hertfordshire,Much Hadham,4,3,1,0
542800,220200,51.8616,0.0740,Hertfordshire,Much Hadham,4,1,1,0
513740,200355,51.6900,-0.3543,Hertfordshire,Munden House,1,3,4,0
514950,203750,51.720703,-0.337309,Hertfordshire,Park Street,1,2,4,0
510950,212350,51.7988,-0.392448,Hertfordshire,Redbourn,1,2,4,0
512000,210800,51.7842,-0.3761,Hertfordshire,Redbournbury,3,4,3,0
511900,210700,51.7833,-0.3776,Hertfordshire,Redbournbury,3,4,3,0
513815,207400,51.7533,-0.3509,Hertfordshire,St Michaels,1,1,4,0
539200,222000,51.8787,0.0225,Hertfordshire,Standon,5,5,3,0
535715,223625,51.8942,-0.0275,Hertfordshire,Stockalls,1,1,1,0
529215,226545,51.9220,-0.1208,Hertfordshire,Walkern,1,3,1,0
520300,213700,51.8085,-0.2549,Hertfordshire,Waterend,2,1,2,0
538400,214300,51.8097,0.0078,Hertfordshire,Watersplace Farm,1,2,4,0
522600,216900,51.8368,-0.2204,Hertfordshire,Welwyn,1,4,1,0
518500,214000,51.8116,-0.2808,Hertfordshire,Wheathampstead,1,1,2,0
528700,221400,51.8759,-0.1302,Hertfordshire,White Hall,1,2,1,0
517515,221910,51.8829,-0.2924,Hertfordshire,Whitwell,1,2,3,0
227800,775300,56.8373,-4.8231,Highlands & Islands,Allt Leachdach,0,0,0,0
164895,767705,56.74153,-5.846198,Highlands & Islands,Arivegaig,1,3,5,0
233100,735900,56.4857,-4.7108,Highlands & Islands,Auch Estate,1,3,1,0
262500,865700,57.6604,-4.3049,Highlands & Islands,Balconie Point,0,0,0,0
266600,832600,57.3645,-4.2181,Highlands & Islands,Balloan,1,3,3,0
243500,901200,57.9728,-4.6463,Highlands & Islands,Brae,0,0,0,0
324300,1028400,59.1361,-3.3230,Highlands & Islands,Brough of Birsay Causeway,1,2,4,0
245250,949850,58.409552,-4.650388,Highlands & Islands,Cashell Dhu,1,3,4,0
245000,796400,57.0328,-4.5544,Highlands & Islands,Corrieyairack Pass,5,2,3,0
246750,795950,57.029118,-4.526579,Highlands & Islands,Corrieyairack Pass,5,1,3,0
237910,830400,57.3355,-4.6932,Highlands & Islands,Corrimony,1,4,1,0
272500,875300,57.7495,-4.1425,Highlands & Islands,Dalnaclairach,0,0,0,0
314303,765217,56.770625,-3.403716,Highlands & Islands,Dalnaglar Castle,1,4,3,0
287100,904500,58.0156,-3.9112,Highlands & Islands,Doll,3,5,3,0
288700,902500,57.9980,-3.8832,Highlands & Islands,Doll,3,4,1,0
293300,851000,57.5368,-3.7825,Highlands & Islands,Fornighty,1,3,1,0
254800,867800,57.6768,-4.4351,Highlands & Islands,Glen Glass,1,1,3,0
283962,900175,57.975649,-3.963569,Highlands & Islands,Golspie,1,3,1,0
81900,875700,57.6587,-7.3348,Highlands & Islands,Greinetobh Tidal Crossing,2,2,5,0
337700,1013200,59.0018,-3.0846,Highlands & Islands,Holm of Grimbister Causeway,2,3,3,0
222600,839000,57.4069,-4.9534,Highlands & Islands,Inchvuilt ,0,0,0,0
223000,838700,57.4044,-4.9465,Highlands & Islands,Inchvuilt ,0,0,0,0
291300,847900,57.5085,-3.8145,Highlands & Islands,Keppernach,2,1,2,0
190100,879200,57.7536,-5.5282,Highlands & Islands,Kernsary,0,0,0,0
259800,793800,57.0142,-4.3093,Highlands & Islands,Laggan,1,3,3,0
241800,901100,57.9713,-4.6749,Highlands & Islands,Langwell,0,0,0,0
177000,782800,56.8830,-5.6608,Highlands & Islands,Lochailort,0,0,0,0
283800,850800,57.5326,-3.9410,Highlands & Islands,Milton of Kilravock,0,0,0,0
137000,690200,56.0324,-6.2223,Highlands & Islands,Oronsay Tidal Crossing,0,0,5,0
127150,804650,57.051869,-6.501111,Highlands & Islands,Sanday,1,1,5,0
267500,877400,57.7669,-4.2276,Highlands & Islands,Strath Rory,1,2,4,0
78100,874800,57.6480,-7.3970,Highlands & Islands,Traigh Bhalaigh Tidal Crossing,1,2,5,0
238390,370125,53.2033,-4.4199,Isle of Anglesey,Bodorgan,1,2,3,0
229700,377500,53.2668,-4.5539,Isle of Anglesey,Llanfairyneubwll,1,2,5,0
232450,382750,53.3149,-4.5154,Isle of Anglesey,Llanfigael,1,2,3,0
230800,474300,54.1365,-4.5903,Isle of Man,Ballacorris,1,1,2,0
225000,478200,54.1695,-4.6812,Isle of Man,Ballacottier,1,1,1,0
241000,485000,54.2358,-4.4399,Isle of Man,Ballacowin,1,2,1,0
226600,484600,54.2275,-4.6604,Isle of Man,Ballagyr,1,1,1,0
227800,470200,54.0987,-4.6338,Isle of Man,Ballasalla,2,3,1,0
241600,494600,54.3222,-4.4358,Isle of Man,Churchtown,1,3,1,0
235400,488000,54.2610,-4.5274,Isle of Man,Druidale,1,1,1,0
245600,488600,54.2695,-4.3713,Isle of Man,Glen Mona,2,2,1,0
230440,489395,54.2719,-4.6043,Isle of Man,Glen Mooar,1,2,1,0
226800,479100,54.1782,-4.6542,Isle of Man,Gleneedle,1,1,1,0
227600,482200,54.2063,-4.6437,Isle of Man,Glenmooar,1,3,1,0
232115,486115,54.2430,-4.5767,Isle of Man,Little London,2,1,3,0
235300,474200,54.1370,-4.5214,Isle of Man,Oakhill,1,1,3,0
244150,495010,54.3267,-4.3968,Isle of Man,Ramsey Whitebridge Ford,2,4,5,0
238750,494250,54.3182,-4.4794,Isle of Man,Sulby,1,2,1,0
449199,84404,50.657243,-1.305351,Isle of Wight,Chillerton,1,1,1,0
448800,88200,50.6908,-1.3091,Isle of Wight,Clatterford,5,4,4,0
448600,88100,50.6899,-1.3119,Isle of Wight,Clatterford,5,3,1,0
448200,87600,50.6855,-1.3176,Isle of Wight,Clatterford,5,2,1,0
448300,87500,50.6846,-1.3162,Isle of Wight,Clatterford,5,3,1,0
458300,81100,50.6261,-1.1757,Isle of Wight,Shanklin,1,1,4,0
438800,88000,50.6898,-1.4507,Isle of Wight,Wellow_,1,1,3,0
599442,142400,51.146108,0.850031,Kent,Ashford,1,3,3,0
619400,155500,51.2559,1.1447,Kent,Bekesbourne,2,3,1,0
619100,152400,51.2281,1.1385,Kent,Bishopsbourne,1,1,2,0
618000,154100,51.2438,1.1238,Kent,Bridge,1,2,1,0
580650,150550,51.225553,0.585768,Kent,Chart Sutton,1,1,1,0
570800,157900,51.2941,0.4500,Kent,Ditton,4,3,4,0
620250,150750,51.2129,1.1539,Kent,Elmstead,2,1,2,0
554000,165500,51.3672,0.2125,Kent,Eynsford,6,5,1,0
589850,176050,51.4511,0.7327,Kent,Grain Tower,2,1,5,0
619100,155100,51.2524,1.1401,Kent,Patrixbourne,2,2,1,0
619100,154300,51.2452,1.1396,Kent,Patrixbourne,2,2,1,0
580050,153550,51.25269,0.578691,Kent,Stoneacre,1,1,1,0
612700,156800,51.2701,1.0496,Kent,Thanington,1,2,3,0
568000,153100,51.2518,0.4076,Kent,Wateringbury,1,2,4,0
565300,152400,51.2463,0.3687,Kent,West Peckham,1,2,3,0
303930,637910,55.6253,-3.5259,Lanarkshire,Biggar,1,2,1,0
273900,682200,56.0162,-4.0231,Lanarkshire,Carron Bridge,1,1,1,0
251410,672300,55.920761,-4.379373,Lanarkshire,Drumchapel,1,1,1,0
295180,653230,55.7611,-3.6706,Lanarkshire,Forth,1,2,1,0
309380,649245,55.7281,-3.4431,Lanarkshire,Garvald,1,2,3,0
257900,653400,55.7531,-4.2644,Lanarkshire,Hole,1,1,2,0
281200,637900,55.6202,-3.8867,Lanarkshire,New Trows,1,3,3,0
275180,663790,55.851105,-3.995355,Lanarkshire,Sykeside,1,1,4,0
300800,634700,55.5958,-3.5744,Lanarkshire,Symington,1,2,4,0
309300,649200,55.7277,-3.4443,Lanarkshire,Walton_,0,0,0,0
359355,411840,53.601539,-2.615673,Lancashire,Adlington,1,3,1,0
388400,436300,53.8226,-2.1762,Lancashire,Catlow Bottoms,2,2,1,0
388400,436200,53.8217,-2.1762,Lancashire,Catlow Bottoms,2,1,1,0
378700,430900,53.7738,-2.3232,Lancashire,Childers Green,1,3,1,0
362500,445700,53.9059,-2.5709,Lancashire,Chipping,4,1,3,0
364000,445900,53.9078,-2.5480,Lancashire,Chipping,4,1,2,0
364100,445900,53.9078,-2.5465,Lancashire,Chipping,4,1,2,0
356700,424000,53.7104,-2.6561,Lancashire,Cuerden Valley Park,1,2,4,0
387900,441800,53.8721,-2.1840,Lancashire,Foulridge,1,3,1,0
349800,446200,53.9093,-2.7643,Lancashire,Garstang,5,5,3,0
356800,438500,53.8407,-2.6566,Lancashire,Goosnargh,1,2,1,0
356965,469940,54.1233,-2.6585,Lancashire,Gressingham,2,2,4,0
356965,469925,54.1232,-2.6585,Lancashire,Gressingham,2,2,4,0
360000,463000,54.0612,-2.6112,Lancashire,Haylot,1,1,2,0
362700,427200,53.7396,-2.5656,Lancashire,Hoghton Bottoms,1,2,4,0
349200,456600,54.0027,-2.7751,Lancashire,Kit Brow,1,3,3,0
345500,467500,54.1003,-2.8335,Lancashire,Morecambe Bay Old Coach Road,1,5,5,0
390600,441700,53.8712,-2.1430,Lancashire,Noyna,3,5,1,0
344800,461400,54.0454,-2.8431,Lancashire,Oxcliffe Hill,1,1,5,0
342700,456300,53.9994,-2.8742,Lancashire,Sunderland Point Tidal Road,2,3,5,0
352300,450200,53.9455,-2.7268,Lancashire,Sykes Farm,1,2,1,0
390400,434800,53.8092,-2.1458,Lancashire,Thursden,1,1,2,0
365800,420800,53.6823,-2.5179,Lancashire,Tockholes,1,1,4,0
355250,444250,53.8923,-2.6810,Lancashire,Wadacre,2,3,3,0
363300,437300,53.8305,-2.5577,Lancashire,Ward Green,2,2,1,0
363300,437400,53.8314,-2.5577,Lancashire,Ward Green,2,2,1,0
361500,419100,53.6667,-2.5828,Lancashire,White Coppice,1,2,1,0
350900,447400,53.9202,-2.7477,Lancashire,Woodacre,2,1,2,0
351000,447100,53.9175,-2.7461,Lancashire,Woodacre,2,1,2,0
393200,439200,53.8488,-2.1034,Lancashire,Wycoller,2,3,4,0
457400,298000,52.5764,-1.1529,Leicestershire,Blaby,2,4,4,0
480500,339100,52.9429,-0.8019,Leicestershire,Bottesford,1,3,1,0
480700,339100,52.9429,-0.7989,Leicestershire,Bottesford,2,2,2,0
468200,299100,52.5851,-0.9933,Leicestershire,Burton Overy,1,2,4,0
454700,295180,52.551725,-1.194704,Leicestershire,Cosby,1,1,2,0
484800,322200,52.7904,-0.7423,Leicestershire,Coston,1,2,1,0
446900,301800,52.6116,-1.3073,Leicestershire,Desford,1,1,3,0
483300,320800,52.7780,-0.7649,Leicestershire,Garthorpe,1,2,3,0
465500,298000,52.5755,-1.0333,Leicestershire,Great Glen,1,1,2,0
440800,309200,52.6786,-1.3965,Leicestershire,Ibstock,1,1,1,0
468385,286215,52.4692,-0.9932,Leicestershire,Lubenham,1,3,3,0
474900,307700,52.6615,-0.8924,Leicestershire,Marefield,2,1,1,0
474800,307500,52.6597,-0.8940,Leicestershire,Marefield,2,1,1,0
479907,293060,52.5206,-0.8238,Leicestershire,Medbourne,1,1,2,0
447200,305700,52.6466,-1.3023,Leicestershire,Merry Lees,2,2,3,0
440300,307300,52.6616,-1.4041,Leicestershire,Nailstone,1,1,3,0
476300,308800,52.6712,-0.8715,Leicestershire,Newbold,1,1,3,0
475500,307400,52.6587,-0.8836,Leicestershire,Owston,1,1,3,0
450300,306100,52.6499,-1.2564,Leicestershire,Ratby,1,1,1,0
465100,314500,52.7239,-1.0360,Leicestershire,Rearsby,2,2,1,0
465000,314500,52.7239,-1.0375,Leicestershire,Rearsby,2,1,3,0
472850,296550,52.561916,-0.926768,Leicestershire,Shangton Grange,1,1,3,0
433200,302300,52.6171,-1.5096,Leicestershire,Sheepy Parva,2,1,1,0
433500,302200,52.6162,-1.5051,Leicestershire,Sheepy Parva,2,3,3,0
474300,292900,52.5285,-0.9046,Leicestershire,Thorpe Langton,1,2,3,0
449400,297600,52.5736,-1.2710,Leicestershire,Watery Gate,2,4,1,0
508500,330300,52.8589,-0.3883,Lincolnshire,Aslackby,1,1,1,0
502600,314700,52.7199,-0.4808,Lincolnshire,Aunby,1,3,3,0
529957,376100,53.265982,-0.052949,Lincolnshire,Belchford,1,1,1,0
506000,310900,52.6851,-0.4317,Lincolnshire,Belmesthorpe,1,3,3,0
509300,334600,52.8974,-0.3750,Lincolnshire,Birthorpe,1,1,2,0
523000,385000,53.3473,-0.1521,Lincolnshire,Biscathorpe,2,2,1,0
523100,385000,53.3473,-0.1506,Lincolnshire,Biscathorpe,2,2,1,0
504600,326000,52.8210,-0.4476,Lincolnshire,Bulby,1,2,1,0
502300,379400,53.3014,-0.4647,Lincolnshire,Dunholme,2,2,1,0
502700,379400,53.3013,-0.4587,Lincolnshire,Dunholme,2,1,1,0
507100,333300,52.8862,-0.4081,Lincolnshire,Folkingham,1,2,1,0
525800,379200,53.2945,-0.1123,Lincolnshire,Goulceby,2,2,1,0
509477,330300,52.859067,-0.375425,Lincolnshire,Graby,1,1,2,0
534500,368800,53.1990,0.0137,Lincolnshire,Hagworthingham,1,1,1,0
508400,357600,53.1043,-0.3806,Lincolnshire,Kirby Green,2,2,1,0
501400,317800,52.7480,-0.4976,Lincolnshire,Little Bytham,3,2,1,0
501600,318100,52.7506,-0.4945,Lincolnshire,Little Bytham,3,1,4,0
501235,317775,52.7478,-0.5001,Lincolnshire,Little Bytham,3,3,1,0
535800,384000,53.3352,0.0397,Lincolnshire,Little Cawthorpe,7,5,1,0
500200,332900,52.8839,-0.5107,Lincolnshire,Little Humby,1,1,2,0
527550,370850,53.2194,-0.0911,Lincolnshire,Low Toynton,1,1,1,0
500500,375300,53.2649,-0.4930,Lincolnshire,Nettleham,1,3,1,0
492900,322000,52.7872,-0.6223,Lincolnshire,North Witham,1,1,1,0
509715,340910,52.954356,-0.368313,Lincolnshire,Northbeck,1,1,2,0
527800,366300,53.1781,-0.0875,Lincolnshire,Scrivelsby,1,1,1,0
493100,328700,52.8474,-0.6174,Lincolnshire,Stoke Rochford,1,2,3,0
514800,390000,53.3941,-0.2734,Lincolnshire,Tealby,4,2,1,0
515000,390000,53.3940,-0.2704,Lincolnshire,Tealby,4,4,1,0
515877,390677,53.400208,-0.258618,Lincolnshire,Tealby,4,2,1,1
505900,334700,52.8990,-0.4255,Lincolnshire,Walcot,1,1,2,0
486000,344800,52.9933,-0.7186,Lincolnshire,Westborough,1,4,3,0
343300,663300,55.8596,-2.9059,Lothian & Falkirk,Costerton,2,2,1,0
319300,677700,55.9855,-3.2936,Lothian & Falkirk,Cramond Island Tidal Causeway,1,2,5,0
358600,666400,55.8890,-2.6620,Lothian & Falkirk,Darent House,2,1,2,0
341471,665325,55.877509,-2.937053,Lothian & Falkirk,Dodridge Farm,1,1,2,0
313200,665000,55.8704,-3.3873,Lothian & Falkirk,Glenbrook,2,1,7,0
362400,666900,55.8938,-2.6013,Lothian & Falkirk,Johnscleugh,3,1,2,0
362600,666400,55.8893,-2.5980,Lothian & Falkirk,Johnscleugh,3,1,2,0
363000,666100,55.8867,-2.5916,Lothian & Falkirk,Johnscleugh,3,1,2,0
363600,661200,55.8427,-2.5813,Lothian & Falkirk,Killpallet,1,1,2,0
360700,677900,55.9925,-2.6301,Lothian & Falkirk,Knowes,1,3,4,0
368500,669100,55.9140,-2.5040,Lothian & Falkirk,Monynut Edge,2,1,2,0
369300,667600,55.9006,-2.4910,Lothian & Falkirk,Monynut Edge,2,1,2,0
373700,670800,55.9296,-2.4210,Lothian & Falkirk,Oldhamstocks,1,1,2,0
366400,675000,55.9669,-2.5383,Lothian & Falkirk,Spott,2,1,2,0
365425,673775,55.9558,-2.5538,Lothian & Falkirk,Spott,2,3,1,0
373100,670400,55.9260,-2.4305,Lothian & Falkirk,Stottencleugh,1,3,1,0
368500,673500,55.9535,-2.5045,Lothian & Falkirk,The Brunt,3,1,2,0
368500,673400,55.9526,-2.5045,Lothian & Falkirk,The Brunt,3,1,2,0
368500,673300,55.9517,-2.5045,Lothian & Falkirk,The Brunt,3,1,4,0
370600,672000,55.9402,-2.4707,Lothian & Falkirk,Thurston Mains,1,1,2,0
332600,196900,51.6664,-2.9747,Monmouthshire,Llanddewi Fach,2,3,3,0
329035,216080,51.8384,-3.0301,Monmouthshire,Llwyn Du,1,2,3,0
328000,216600,51.8429,-3.0452,Monmouthshire,St Marys Vale,0,0,0,0
331950,230650,51.970138,-2.991985,Monmouthshire,Ty-bach,0,0,0,0
342256,849527,57.532185,-2.966005,Moray,Braehead,1,3,3,0
345573,856197,57.592502,-2.912115,Moray,Burn of Aultmore,2,3,1,0
345450,855150,57.583084,-2.913937,Moray,Burn of Aultmore,2,3,3,0
322638,821007,57.273133,-3.284555,Moray,Calier,0,0,0,0
334116,858817,57.614503,-3.104445,Moray,Fochabers,1,1,3,0
320000,829300,57.3474,-3.3295,Moray,Glenlivet,1,3,3,0
351908,865115,57.673319,-2.807933,Moray,Lintmill,1,3,3,0
317000,838000,57.4250,-3.3823,Moray,Scoot More,0,0,0,0
339538,838702,57.434609,-3.008705,Moray,Wester Braetown,0,0,0,0
615200,291700,52.4803,1.1695,Norfolk,Aslacton,2,1,2,0
600500,294500,52.5111,0.9550,Norfolk,Attleborough,1,1,2,0
614000,282800,52.4009,1.1461,Norfolk,Audley End,1,1,2,0
604100,325400,52.7872,1.0271,Norfolk,Batesmoor,1,1,2,0
598000,340100,52.9214,0.9457,Norfolk,Binham,1,1,1,0
601200,279100,52.3726,0.9560,Norfolk,Blo Norton,1,1,2,0
592100,309000,52.6443,0.8398,Norfolk,Bradenham,2,1,2,0
592000,309000,52.6444,0.8383,Norfolk,Bradenham,2,1,2,0
577000,344400,52.9674,0.6360,Norfolk,Brancaster Tidal Road,3,2,5,0
582400,315700,52.7078,0.7002,Norfolk,Broadmeadow Common,1,1,3,0
621200,279600,52.3693,1.2497,Norfolk,Brockdish,1,1,1,0
614500,292700,52.4896,1.1598,Norfolk,Brocks Watering,1,1,1,0
612300,293000,52.4932,1.1277,Norfolk,Bunwell,1,1,1,0
583300,342100,52.9446,0.7284,Norfolk,Burnham Market,4,2,5,0
594800,313200,52.6811,0.8821,Norfolk,Bushy Common,1,1,1,0
618100,330900,52.8311,1.2380,Norfolk,Calthorpe,1,1,2,0
581500,314500,52.6974,0.6863,Norfolk,Castle Acre,2,4,3,0
619300,288200,52.4473,1.2274,Norfolk,Colegate End,1,1,1,0
609990,331100,52.8361,1.1179,Norfolk,Corpusty,1,1,2,0
605900,330700,52.8341,1.0571,Norfolk,Craymere Beck,1,2,1,0
625500,288800,52.4502,1.3189,Norfolk,Darrow Green,1,1,2,0
613400,280500,52.3805,1.1358,Norfolk,Diss,1,2,3,0
632600,288800,52.4472,1.4232,Norfolk,Earsham Mill,1,1,2,0
595700,319200,52.7346,0.8990,Norfolk,East Bilney,1,2,1,0
596100,341100,52.9311,0.9180,Norfolk,Fiddlers Hill,1,1,2,0
616200,292400,52.4862,1.1846,Norfolk,Forncett St Peter,1,1,2,0
572735,335550,52.8893,0.5678,Norfolk,Fring,1,2,1,0
602600,307900,52.6306,0.9941,Norfolk,Garvestone,2,1,2,0
602400,308000,52.6316,0.9912,Norfolk,Garvestone,2,1,2,0
614600,285500,52.4249,1.1567,Norfolk,Gissing,1,1,1,0
604500,341500,52.9316,1.0431,Norfolk,Glandford,1,4,3,0
614200,291300,52.4772,1.1545,Norfolk,Gowers Farm,2,1,1,0
594100,337700,52.9013,0.8863,Norfolk,Great Walsingham,1,3,1,0
596600,316200,52.7074,0.9105,Norfolk,Gressenhall,1,1,3,0
617400,296400,52.5217,1.2049,Norfolk,Hapton,1,1,1,0
624300,294300,52.5000,1.3050,Norfolk,Hempnall,2,1,2,0
583385,300985,52.5754,0.7066,Norfolk,Hilborough,1,3,3,0
587800,307500,52.6324,0.7754,Norfolk,Holme Hale,1,1,2,0
622000,315600,52.6922,1.2855,Norfolk,Horsham St Faith,1,3,3,0
592755,335800,52.8847,0.8652,Norfolk,Houghton St Giles,4,2,3,0
592310,335575,52.8829,0.8584,Norfolk,Houghton St Giles,4,2,1,0
592180,335295,52.8804,0.8564,Norfolk,Houghton St Giles,4,3,1,0
627000,300800,52.5572,1.3492,Norfolk,Howe,1,1,1,0
607300,335100,52.8730,1.0806,Norfolk,Hunworth,4,1,1,0
607400,335100,52.8730,1.0821,Norfolk,Hunworth,4,1,1,0
606700,335400,52.8760,1.0719,Norfolk,Hunworth,4,3,1,0
606100,336300,52.8843,1.0636,Norfolk,Hunworth,4,3,1,0
619800,304100,52.5898,1.2453,Norfolk,Intwood,1,1,2,0
589700,309700,52.6515,0.8047,Norfolk,Ivy Todd,1,1,2,0
606100,338300,52.9022,1.0648,Norfolk,Little Thornage,1,3,1,0
635500,292100,52.4756,1.4682,Norfolk,Longford Bridge,1,1,3,0
619000,303500,52.5848,1.2331,Norfolk,Lower East Carleton,1,1,2,0
622900,281200,52.3830,1.2757,Norfolk,Needham Mill,1,1,2,0
591505,334795,52.8762,0.8460,Norfolk,North Barsham,2,3,3,0
575800,297000,52.5421,0.5927,Norfolk,Northwold,2,3,1,0
575400,297200,52.5440,0.5869,Norfolk,Northwold,2,3,1,0
596400,313300,52.6814,0.9058,Norfolk,Podmore,1,2,1,0
615500,291800,52.4811,1.1739,Norfolk,Pottergate Street,1,1,2,0
625900,293900,52.4958,1.3283,Norfolk,Road Green,1,1,2,0
624120,297520,52.5290,1.3045,Norfolk,Saxlingham Nethergate,1,1,2,0
610800,283500,52.4084,1.0996,Norfolk,Shelfanger,3,1,1,0
610700,283500,52.4085,1.0981,Norfolk,Shelfanger,3,1,1,0
611900,283600,52.4089,1.1158,Norfolk,Shelfanger Grove,1,1,2,0
622000,290700,52.4686,1.2688,Norfolk,Shelton,1,1,2,0
589200,330200,52.8357,0.8092,Norfolk,Shereford,3,5,3,0
615500,283300,52.4048,1.1685,Norfolk,Shimpling,2,1,3,0
616500,283600,52.4071,1.1833,Norfolk,Shimpling,2,1,3,0
624300,299400,52.5458,1.3084,Norfolk,Shotesham,3,2,1,0
625900,297200,52.5254,1.3305,Norfolk,Shotesham,3,1,2,0
625400,298400,52.5364,1.3240,Norfolk,Shotesham,3,1,1,0
622600,299400,52.5465,1.2834,Norfolk,Shotesham Mill,1,3,1,0
599000,291300,52.4829,0.9310,Norfolk,Shropham,1,2,1,0
598500,290600,52.4768,0.9232,Norfolk,Snetterton,1,3,3,0
585530,336885,52.8970,0.7585,Norfolk,South Creake,4,3,3,0
586170,335570,52.8850,0.7673,Norfolk,South Creake,4,2,1,0
586300,335480,52.8841,0.7692,Norfolk,South Creake,4,2,1,0
586000,335800,52.8871,0.7649,Norfolk,South Creake,4,1,4,0
633900,292700,52.4816,1.4451,Norfolk,Spinks Hill,1,1,2,0
619600,295700,52.5145,1.2368,Norfolk,Tasburgh,1,1,2,0
572750,344250,52.967778,0.570913,Norfolk,Thornham Tidal Road,1,3,1,0
593700,332300,52.8530,0.8771,Norfolk,Thorpland,1,3,4,0
617300,286900,52.4364,1.1972,Norfolk,Tivetshall St Margaret,1,1,2,0
553070,293250,52.515643,0.25436,Norfolk,Welney,1,1,3,0
578300,315200,52.7047,0.6394,Norfolk,West Acre,3,4,4,0
578800,315100,52.7037,0.6467,Norfolk,West Acre,3,4,4,0
578350,315250,52.705532,0.638367,Norfolk,West Acre,3,3,4,1
590800,309000,52.6448,0.8206,Norfolk,West End_,1,1,4,0
618173,342215,52.932978,1.244855,Norfolk,West Runton,1,1,1,0
634000,316200,52.6925,1.4631,Norfolk,Woodbastwick Marshes,2,2,5,0
628200,293300,52.4894,1.3617,Norfolk,Woodton,1,1,2,0
394600,491700,54.3207,-2.0830,North Yorkshire,Askrigg,4,1,1,0
394800,492100,54.3243,-2.0800,North Yorkshire,Askrigg,4,1,3,0
394100,492300,54.3261,-2.0907,North Yorkshire,Askrigg,4,1,3,0
395200,492000,54.3234,-2.0738,North Yorkshire,Askrigg,4,1,2,0
423145,508800,54.4739,-1.6428,North Yorkshire,Barton,1,3,1,0
459600,507500,54.4592,-1.0805,North Yorkshire,Battersby,2,1,2,0
459800,507600,54.4601,-1.0774,North Yorkshire,Battersby,2,1,1,0
420530,473175,54.153987,-1.687145,North Yorkshire,Belford,2,2,3,0
420815,472745,54.150111,-1.682811,North Yorkshire,Belford,2,2,3,0
409600,486000,54.2694,-1.8526,North Yorkshire,Bird Ridding Wath,1,2,4,0
433000,466300,54.0914,-1.4954,North Yorkshire,Bishops Monkton,1,3,1,0
494900,503800,54.4206,-0.5373,North Yorkshire,Boggle Hole,4,5,1,0
449800,486800,54.2743,-1.2352,North Yorkshire,Boltby,1,1,2,0
449100,486600,54.2725,-1.2459,North Yorkshire,Boltby,1,0,0,0
