X,Y,LA,LO,COUNTY,NAME,IMAGE,GRADE,CLASS,NEW
408000,454900,53.9899,-1.8780,North Yorkshire,Bolton Abbey,2,3,1,0
438100,496600,54.3633,-1.4136,North Yorkshire,Brompton,1,2,1,0
454300,486600,54.2720,-1.1661,North Yorkshire,Caydale Mill,3,4,1,0
500800,494300,54.3341,-0.4496,North Yorkshire,Cloughton,1,1,1,0
447000,499400,54.3878,-1.2762,North Yorkshire,Cod Beck,1,1,1,0
419600,499100,54.3869,-1.6982,North Yorkshire,Colburn,1,2,1,0
453799,477499,54.190445,-1.177007,North Yorkshire,Coxwold,1,2,1,0
419055,471405,54.138136,-1.709841,North Yorkshire,Dallow,1,2,4,0
483500,502200,54.4083,-0.7134,North Yorkshire,Darnholm,3,3,1,0
419618,450857,53.95344,-1.702545,North Yorkshire,Dob Park,1,2,3,0
410565,497415,54.3720,-1.8374,North Yorkshire,Downholme,1,3,3,0
482300,511900,54.4956,-0.7292,North Yorkshire,East Barnby,3,1,2,0
482250,511250,54.4898,-0.7301,North Yorkshire,East Barnby,3,1,2,0
442700,496700,54.3639,-1.3428,North Yorkshire,Ellerbeck,2,3,3,0
442900,496700,54.3639,-1.3397,North Yorkshire,Ellerbeck,2,2,3,0
442645,496445,54.3616,-1.3437,North Yorkshire,Ellerbeck,2,0,0,0
417200,482700,54.2395,-1.7361,North Yorkshire,Ellingstring,1,2,1,0
450000,503500,54.4243,-1.2293,North Yorkshire,Faceby Mill,1,1,2,0
464100,499800,54.3895,-1.0128,North Yorkshire,Farndale,1,2,3,0
419000,482000,54.2332,-1.7085,North Yorkshire,Fearby,2,1,2,0
419900,481900,54.2323,-1.6947,North Yorkshire,Fearby,2,1,1,0
419100,479900,54.2143,-1.7071,North Yorkshire,Fearby Low Moor,1,3,1,0
494300,504900,54.4306,-0.5462,North Yorkshire,Fylingthorpe,2,2,1,0
387100,489200,54.2981,-2.1982,North Yorkshire,Gayle,2,3,1,0
386100,487600,54.2837,-2.2135,North Yorkshire,Gayle,2,1,3,0
477985,506560,54.4483,-0.7972,North Yorkshire,Glaisdale,5,3,3,0
477630,506690,54.4495,-0.8026,North Yorkshire,Glaisdale,5,3,3,0
478400,505500,54.4387,-0.7911,North Yorkshire,Glaisdale,5,2,1,0
478300,505500,54.4387,-0.7926,North Yorkshire,Glaisdale,5,1,3,0
406500,503900,54.4303,-1.8998,North Yorkshire,Goats Bridge,1,2,3,0
415300,480900,54.2234,-1.7653,North Yorkshire,Gollingloth Foot,1,4,1,0
385500,465800,54.0877,-2.2217,North Yorkshire,Gorbeck,1,1,3,0
454750,506000,54.4463,-1.1556,North Yorkshire,Great Broughton,2,3,1,0
454750,505000,54.4373,-1.1558,North Yorkshire,Great Broughton,2,1,2,0
482300,505400,54.4372,-0.7310,North Yorkshire,Grosmont,4,3,1,0
482900,505100,54.4344,-0.7218,North Yorkshire,Grosmont,4,3,1,0
482900,505050,54.4340,-0.7218,North Yorkshire,Grosmont,4,3,1,0
482900,505000,54.4335,-0.7218,North Yorkshire,Grosmont,4,1,1,0
399575,488930,54.2958,-2.0065,North Yorkshire,Harper Wath,1,3,3,0
387400,489800,54.3035,-2.1937,North Yorkshire,Hawes,1,3,3,0
454600,489900,54.3016,-1.1609,North Yorkshire,Hawnby,1,1,2,0
418115,473365,54.155785,-1.724112,North Yorkshire,Hawset,1,2,4,0
493715,507895,54.4576,-0.5542,North Yorkshire,Hawsker Bottoms,1,1,1,0
407500,502900,54.4213,-1.8844,North Yorkshire,Helwith,1,2,3,0
492100,507300,54.4526,-0.5793,North Yorkshire,High Hawsker,1,1,2,0
465200,507400,54.4577,-0.9942,North Yorkshire,Hob Hole,1,3,1,0
466625,475835,54.1738,-0.9792,North Yorkshire,Hovingham,1,3,1,0
418800,492300,54.3258,-1.7109,North Yorkshire,Hunton,1,2,1,0
470600,487700,54.2799,-0.9155,North Yorkshire,Hutton Common,1,2,3,0
458100,506250,54.4482,-1.1039,North Yorkshire,Ingleby Greenhow,1,1,3,0
447200,490900,55.2100,-1.2582,North Yorkshire,Kepwick,1,1,2,0
479900,505000,54.4340,-0.7681,North Yorkshire,Key Green,1,1,2,0
479800,495200,54.3459,-0.7723,North Yorkshire,Keys Beck,1,1,2,0
369400,475900,54.1778,-2.4689,North Yorkshire,Kingsdale,1,3,3,0
467700,485500,54.2605,-0.9606,North Yorkshire,Kirkdale,2,1,2,0
494300,490700,54.3030,-0.5507,North Yorkshire,Langdale End,2,3,4,0
493200,491700,54.3122,-0.5672,North Yorkshire,Langdale End,2,2,3,0
399700,462700,54.0601,-2.0046,North Yorkshire,Linton,1,3,1,0
487400,505700,54.4390,-0.6523,North Yorkshire,Littlebeck,7,1,2,0
487400,505700,54.4390,-0.6523,North Yorkshire,Littlebeck,7,1,2,0
487400,505700,54.4390,-0.6523,North Yorkshire,Littlebeck,7,1,2,0
487500,506200,54.4435,-0.6506,North Yorkshire,Littlebeck,7,2,4,0
487500,506200,54.4435,-0.6506,North Yorkshire,Littlebeck,7,2,4,0
487500,506200,54.4435,-0.6506,North Yorkshire,Littlebeck,7,1,4,0
451100,494400,54.3424,-1.2139,North Yorkshire,Locker Low Wood,1,1,2,0
472300,518100,54.5528,-0.8820,North Yorkshire,Loftus,1,1,2,0
495400,491400,54.3091,-0.5335,North Yorkshire,Lowdales,2,5,1,0
390000,463000,54.0627,-2.1528,North Yorkshire,Malham,1,2,1,0
390800,486000,54.2694,-2.1413,North Yorkshire,Marsett,4,3,3,0
390900,485800,54.2676,-2.1397,North Yorkshire,Marsett,4,4,3,0
391000,485800,54.2676,-2.1382,North Yorkshire,Marsett,4,1,2,0
479000,512600,54.5024,-0.7799,North Yorkshire,Mickleby,2,1,2,0
481600,512400,54.5002,-0.7398,North Yorkshire,Mickleby,2,1,3,0
480200,496900,54.3612,-0.7656,North Yorkshire,Middle Rigg,1,4,1,0
468400,514000,54.5165,-0.9433,North Yorkshire,Moorsholm,1,1,1,0
385400,453400,53.9763,-2.2226,North Yorkshire,Nappa,1,2,4,0
479400,515500,54.5284,-0.7730,North Yorkshire,Newton Mulgrave,1,1,2,0
386200,503300,54.4248,-2.2127,North Yorkshire,Ravenseat,1,3,1,0
493800,505200,54.4334,-0.5538,North Yorkshire,Raw,1,1,1,0
399260,500880,54.4032,-2.0114,North Yorkshire,Reeth Low Moor,1,2,1,0
431800,470800,54.1319,-1.5133,North Yorkshire,Ripon,1,4,1,0
489000,509300,54.4711,-0.6265,North Yorkshire,Ruswarp,4,5,1,0
500900,491200,54.3063,-0.4491,North Yorkshire,Scalby,1,1,2,0
474900,514200,54.5174,-0.8428,North Yorkshire,Scaling,2,1,1,0
475600,513700,54.5128,-0.8321,North Yorkshire,Scaling,2,1,3,0
483500,470500,54.1234,-0.7222,North Yorkshire,Settrington,2,3,1,0
483600,470300,54.1216,-0.7207,North Yorkshire,Settrington,2,3,1,0
490600,506100,54.4421,-0.6028,North Yorkshire,Sneatonthorpe,1,1,2,0
413205,488605,54.2927,-1.7971,North Yorkshire,Spennithorne,1,2,3,0
491000,507500,54.4546,-0.5962,North Yorkshire,Stainsacre,1,2,1,0
477120,517985,54.5511,-0.8075,North Yorkshire,Staithes,2,1,2,0
476900,517700,54.5486,-0.8110,North Yorkshire,Staithes,2,2,4,0
479300,493800,54.3334,-0.7803,North Yorkshire,Stape,1,1,2,0
452400,508500,54.4690,-1.1914,North Yorkshire,Stokesley,3,3,3,0
452500,508500,54.4690,-1.1899,North Yorkshire,Stokesley,3,1,4,0
423900,514100,54.5215,-1.6307,North Yorkshire,Swine Lairs Farm,0,0,4,0
445625,496595,54.3627,-1.2978,North Yorkshire,Thimbleby,2,2,1,0
400300,486500,54.2740,-1.9954,North Yorkshire,Thoralby,3,2,3,0
400500,486700,54.2758,-1.9923,North Yorkshire,Thoralby,3,2,3,0
400200,486700,54.2758,-1.9969,North Yorkshire,Thoralby,3,1,1,0
483400,482400,54.2303,-0.7204,North Yorkshire,Thornton-le-Dale,1,3,1,0
453250,512100,54.5013,-1.1776,North Yorkshire,Tunstall,1,1,2,0
479300,510800,54.4862,-0.7758,North Yorkshire,Ugthorpe,1,1,2,0
405350,502750,54.420162,-1.91906,North Yorkshire,Washfold,1,1,2,0
466200,506100,54.4458,-0.9790,North Yorkshire,Westerdale,1,3,1,0
480100,499100,54.3809,-0.7666,North Yorkshire,Wheeldale,2,2,1,0
481100,499100,54.3808,-0.7512,North Yorkshire,Wheeldale,2,2,2,0
504900,284300,52.4462,-0.4564,Northamptonshire,Barnwell,1,2,1,0
498400,269100,52.3108,-0.5565,Northamptonshire,Caldecott,1,1,2,0
449325,243925,52.0911,-1.2800,Northamptonshire,Chacombe,1,1,1,0
498700,269600,52.3152,-0.5519,Northamptonshire,Chelveston,1,1,2,0
454000,233200,51.9942,-1.2134,Northamptonshire,Croughton,1,1,1,0
461400,260700,52.2407,-1.1007,Northamptonshire,Dodford,3,3,3,0
489400,282900,52.4364,-0.6848,Northamptonshire,Geddington,2,4,1,0
457250,249350,52.1391,-1.1634,Northamptonshire,Moreton Pinkney,1,2,1,0
476700,266200,52.2882,-0.8754,Northamptonshire,Moulton,1,2,1,0
506200,296600,52.5565,-0.4333,Northamptonshire,Nassington,1,3,4,0
456995,243745,52.089128,-1.169559,Northamptonshire,Stuchbury,1,1,3,0
501700,281600,52.4225,-0.5043,Northamptonshire,Thorpe Waterville,1,1,2,0
450800,234700,52.0080,-1.2598,Northamptonshire,Walton Grounds,1,1,3,0
470900,242800,52.0786,-0.9653,Northamptonshire,Whittlebury,1,1,2,0
496650,278030,52.3914,-0.5796,Northamptonshire,Woodford,1,2,1,0
0,0,54.5404,-7.1596,Northern Ireland,Ballaghneed,0,0,0,0
0,0,55.1598,-6.1212,Northern Ireland,Ballypatrick Forest,1,3,1,0
0,0,54.9131,-6.9054,Northern Ireland,Dungiven,1,3,1,0
0,0,54.1372,-6.1499,Northern Ireland,Rostrevor,1,1,3,0
0,0,54.7185,-6.8318,Northern Ireland,Straw,1,3,3,0
0,0,54.10758,-6.23645,Northern Ireland,Warrenpoint,1,3,3,0
412000,613700,55.4170,-1.8104,Northumberland,Abberwick,1,3,1,0
407700,619300,55.4675,-1.8782,Northumberland,Beanley,3,3,4,0
407200,618200,55.4576,-1.8861,Northumberland,Beanley,3,3,4,0
407200,618400,55.4594,-1.8861,Northumberland,Beanley,3,3,4,0
407000,620700,55.4800,-1.8892,Northumberland,Bewick,2,1,7,0
396400,608000,55.3660,-2.0568,Northumberland,Biddlestone,1,1,2,0
383200,610900,55.3917,-2.2652,Northumberland,Blindburn,1,3,3,0
404100,616800,55.4450,-1.9352,Northumberland,Brandon,2,4,3,0
411400,598700,55.2823,-1.8205,Northumberland,Brinkburn,1,3,3,0
397625,605150,55.3404,-2.0374,Northumberland,Burradon,1,2,3,0
409800,598900,55.2841,-1.8457,Northumberland,Bushygap,1,1,2,0
388025,580725,55.1207,-2.1878,Northumberland,Buteland,1,1,2,0
377000,602100,55.3124,-2.3624,Northumberland,Byrness,1,2,4,0
417400,595700,55.2551,-1.7262,Northumberland,Causey Park,2,3,4,0
377200,566500,54.9925,-2.3564,Northumberland,Chesterholm,1,1,2,0
389900,565325,54.9823,-2.1578,Northumberland,Coastley,1,1,1,0
399700,624800,55.5169,-2.0048,Northumberland,Coldgate Mill,1,3,1,0
388711,624402,55.513246,-2.180318,Northumberland,College Valley,2,2,1,0
390014,623347,55.503795,-2.159646,Northumberland,College Valley,2,2,1,0
399000,565600,54.9849,-2.0156,Northumberland,Corbridge,1,2,1,0
393750,630950,55.5722,-2.0991,Northumberland,Coupland,1,3,3,0
390300,556400,54.9021,-2.1513,Northumberland,Crabtree Ford,1,2,1,0
400800,584200,55.1521,-1.9874,Northumberland,Dean House,1,2,4,0
392550,554200,54.8824,-2.1161,Northumberland,Embley,1,3,4,0
404900,612100,55.4028,-1.9226,Northumberland,Eslington Park,3,3,1,0
403800,611700,55.3992,-1.9400,Northumberland,Eslington Park,3,1,2,0
392500,639500,55.6490,-2.1192,Northumberland,Etal,1,4,3,0
401000,588800,55.1934,-1.9843,Northumberland,Fairnley,1,2,1,0
409100,591200,55.2149,-1.8570,Northumberland,Flaggy Ford,1,1,2,0
408300,586900,55.1763,-1.8697,Northumberland,Garden House,1,3,4,0
411700,596300,55.2607,-1.8159,Northumberland,Garret Lee Wood,1,1,2,0
365900,565500,54.9829,-2.5329,Northumberland,Greenhead,2,3,3,0
390100,558700,54.9228,-2.1545,Northumberland,Hamburn Hall,1,1,2,0
393700,604700,55.3363,-2.0993,Northumberland,Harbottle,1,3,3,0
405900,587000,55.1772,-1.9073,Northumberland,Hartburn Grange,1,3,3,0
400000,626000,55.5277,-2.0000,Northumberland,Haugh Head,1,3,1,0
409800,597200,55.2688,-1.8458,Northumberland,Hesleyhurst,1,3,1,0
386900,580300,55.1169,-2.2054,Northumberland,Heugh,1,1,2,0
408500,642800,55.6786,-1.8648,Northumberland,Holy Island Tidal Road,6,4,5,0
385050,547705,54.8239,-2.2327,Northumberland,Huntwell,1,2,1,0
401000,622975,55.5005,-1.9842,Northumberland,Ilderton,2,2,3,0
401700,620450,55.4779,-1.9731,Northumberland,Ilderton,2,1,3,0
366500,598000,55.2750,-2.5274,Northumberland,Kielder Head,1,2,4,0
401100,582275,55.1348,-1.9827,Northumberland,Kirkharle,1,1,2,0
383725,550650,54.8503,-2.2535,Northumberland,Knock Shield,1,1,2,0
404400,623800,55.5079,-1.9303,Northumberland,Lilburn,1,2,1,0
379200,549800,54.8425,-2.3239,Northumberland,Limestone Brae,1,2,3,0
402025,611500,55.3974,-1.9680,Northumberland,Little Ryle,1,1,2,0
411700,589400,55.1987,-1.8162,Northumberland,Longshaws Mill,1,1,4,0
390800,558500,54.9210,-2.1436,Northumberland,Low Ardley,1,1,1,0
366200,585800,55.1653,-2.5306,Northumberland,Low Cranecleugh,1,2,4,0
406200,617600,55.4522,-1.9020,Northumberland,Low Hedgeley,1,1,1,0
400225,604500,55.3345,-1.9965,Northumberland,Low Trewhitt,1,1,2,0
410300,585100,55.1601,-1.8383,Northumberland,Meldon Park,1,3,3,0
415000,584200,55.1519,-1.7646,Northumberland,Molesden,1,1,2,0
420350,586150,55.169246,-1.682078,Northumberland,Morpeth,2,4,3,0
367075,567875,55.0043,-2.5148,Northumberland,Moss Peteral,1,1,1,0
399400,608325,55.3689,-2.0095,Northumberland,Netherton,1,1,3,0
413400,578600,55.1016,-1.7900,Northumberland,Ogle,1,1,3,0
421600,611800,55.3996,-1.6589,Northumberland,Old Hawkhill,1,3,3,0
405500,560000,54.9346,-1.9142,Northumberland,Old Ridley,2,3,1,0
405400,559900,54.9337,-1.9157,Northumberland,Old Ridley,2,3,1,0
364000,577600,55.0915,-2.5641,Northumberland,Paddaburn,2,3,3,0
364505,577290,55.0887,-2.5562,Northumberland,Paddaburn,2,2,3,0
417000,594900,55.2480,-1.7326,Northumberland,Paxton Dene,1,1,1,0
394900,558950,54.9251,-2.0796,Northumberland,Pethfoot,1,2,3,0
392700,556175,54.9002,-2.1138,Northumberland,Rawgreen,2,1,4,0
392675,556150,54.8999,-2.1142,Northumberland,Rawgreen,2,1,4,0
392700,555675,54.8957,-2.1138,Northumberland,Rennys Barn,1,2,2,0
378000,591900,55.2208,-2.3459,Northumberland,Ridley Shiel,1,2,1,0
384100,550900,54.8526,-2.2477,Northumberland,Rye Close,1,3,1,0
377100,589800,55.2019,-2.3598,Northumberland,Shipley Shiels,1,1,2,0
376200,587400,55.1803,-2.3738,Northumberland,Slaty Ford,2,4,3,0
400600,604050,55.3305,-1.9905,Northumberland,Snitter Windyside,1,3,1,0
373895,553600,54.8764,-2.4069,Northumberland,South Tyne Fords,4,1,4,0
374800,563600,54.9663,-2.3937,Northumberland,South Tyne Fords,4,1,4,0
376645,564290,54.9726,-2.3649,Northumberland,South Tyne Fords,4,1,2,0
378100,564300,54.9728,-2.3422,Northumberland,South Tyne Fords,4,1,4,0
435200,575300,55.0709,-1.4487,Northumberland,St Marys Isle Tidal Causeway,1,3,5,0
412900,588900,55.1942,-1.7973,Northumberland,Stanton Mill,1,1,2,0
393350,564250,54.97282,-2.105416,Northumberland,Tanners Yard,3,1,3,0
407900,598000,55.2760,-1.8756,Northumberland,The Lee,2,4,1,0
372290,573135,55.0519,-2.4338,Northumberland,The Linn,1,1,3,0
365950,566075,54.9880,-2.5322,Northumberland,Thirlwall Castle,1,3,4,0
385500,612500,55.4062,-2.2290,Northumberland,Trows,1,2,4,0
423900,592600,55.2270,-1.6242,Northumberland,Ulgham,2,3,1,0
423000,592375,55.2250,-1.6384,Northumberland,Ulgham,2,1,2,0
388500,614500,55.424267,-2.183245,Northumberland,Uswayford,1,2,1,0
382200,577000,55.0871,-2.2789,Northumberland,Warks Burn,1,3,3,0
423600,604900,55.3375,-1.6279,Northumberland,Warkworth,4,5,1,0
399500,560700,54.9409,-2.0078,Northumberland,White Hemmels,1,1,2,0
389957,612215,55.403768,-2.160142,Northumberland,Whiteburnshank,2,1,1,0
389869,612250,55.404081,-2.161533,Northumberland,Whiteburnshank,2,1,1,0
392600,558200,54.9184,-2.1155,Northumberland,Whitley Mill,1,3,1,0
406500,611810,55.4002,-1.8974,Northumberland,Whittingham,2,3,1,0
406500,611800,55.4001,-1.8974,Northumberland,Whittingham,2,3,1,0
376995,575800,55.0761,-2.3603,Northumberland,Whygate,3,1,2,0
376815,575730,55.0754,-2.3632,Northumberland,Whygate,3,1,2,0
375900,575500,55.0733,-2.3775,Northumberland,Whygate,3,1,2,0
391850,560900,54.9426,-2.1272,Northumberland,Windy Hill,1,1,2,0
463800,348800,53.0324,-1.0485,Nottinghamshire,Calverton,1,2,3,0
474400,360000,53.1317,-0.8879,Nottinghamshire,Caunton,1,3,1,0
467100,375200,53.2693,-0.9938,Nottinghamshire,Crookford,2,4,3,0
455200,326200,52.8302,-1.1806,Nottinghamshire,East Leake,1,2,1,0
467600,354700,53.0849,-0.9906,Nottinghamshire,Halam,1,2,1,0
464100,375200,53.2696,-1.0388,Nottinghamshire,Hardwick Village,1,4,1,0
463100,351200,53.0540,-1.0585,Nottinghamshire,Oxton,2,1,1,0
461600,351100,53.0533,-1.0809,Nottinghamshire,Oxton,2,2,1,0
464700,365600,53.1833,-1.0317,Nottinghamshire,Rufford Country Park,2,3,1,0
463100,380200,53.3147,-1.0528,Nottinghamshire,Scofton,1,2,3,0
457700,226800,51.9363,-1.1606,Oxfordshire,Bainton,1,1,1,0
431400,202800,51.7226,-1.5454,Oxfordshire,Bampton,1,3,3,0
459850,196020,51.6593,-1.1347,Oxfordshire,Drayton St Leonard,1,3,3,0
436995,200135,51.6983,-1.4646,Oxfordshire,Duxford,1,4,3,0
435400,240600,52.0622,-1.4836,Oxfordshire,Epwell,1,1,1,0
443900,225600,51.9268,-1.3615,Oxfordshire,Middle Barton,2,3,1,0
443300,225500,51.9259,-1.3702,Oxfordshire,Middle Barton,2,3,1,0
440300,226875,51.9385,-1.4137,Oxfordshire,Poor Bridge,1,3,3,0
426740,208515,51.7742,-1.6124,Oxfordshire,Shilton,1,3,1,0
441100,233400,51.9971,-1.4013,Oxfordshire,South Newington,1,3,4,0
428100,212200,51.8073,-1.5924,Oxfordshire,Swinbrook,1,1,1,0
439300,187800,51.5872,-1.4327,Oxfordshire,Wantage,1,3,3,0
444370,187545,51.5845,-1.3595,Oxfordshire,West Hendred,1,1,3,0
207000,220000,51.8447,-4.8022,Pembrokeshire,Bletherston,1,3,1,0
207900,214000,51.7912,-4.7858,Pembrokeshire,Canaston Wood,3,1,3,0
208930,213850,51.7902,-4.7708,Pembrokeshire,Canaston Wood,3,1,3,0
209045,213765,51.7894,-4.7691,Pembrokeshire,Canaston Wood,3,1,3,0
205100,203500,51.6959,-4.8205,Pembrokeshire,Carew,1,4,5,0
204400,202900,51.6903,-4.8303,Pembrokeshire,Carew Cheriton,2,4,3,0
211850,239275,52.0195,-4.7424,Pembrokeshire,Castell Henllys,2,3,1,0
211490,238885,52.0159,-4.7474,Pembrokeshire,Castell Henllys,2,2,4,0
207800,237100,51.9986,-4.8001,Pembrokeshire,Cilgwyn,1,2,3,0
200400,221000,51.8514,-4.8985,Pembrokeshire,Clarbeston Road,1,1,2,0
205300,219300,51.8379,-4.8264,Pembrokeshire,Cotland Mill,1,1,2,0
211715,236255,51.9924,-4.7427,Pembrokeshire,Crosswell,1,3,1,0
201900,207600,51.7316,-4.8691,Pembrokeshire,Garron Pill Tidal Road,2,3,5,0
188365,223890,51.8729,-5.0747,Pembrokeshire,Gignog,1,3,1,0
185200,227200,51.9014,-5.1227,Pembrokeshire,Llandeloy,1,2,3,0
210600,222400,51.8675,-4.7513,Pembrokeshire,Llangwm,1,3,1,0
208200,207600,51.7338,-4.7779,Pembrokeshire,Loveston,1,1,2,0
211700,223200,51.8751,-4.7358,Pembrokeshire,Maes-y-dderwen,1,1,1,0
208600,223000,51.8722,-4.7807,Pembrokeshire,Penffordd,1,1,2,0
208400,215000,51.8003,-4.7791,Pembrokeshire,Robeston Wathen,1,2,1,0
185500,207500,51.7247,-5.1062,Pembrokeshire,Sandy Haven,1,4,5,0
182100,209100,51.7377,-5.1563,Pembrokeshire,Slatemill Bridge,1,2,4,0
175000,225300,51.8803,-5.2695,Pembrokeshire,St Davids,2,3,3,0
208100,200800,51.6727,-4.7756,Pembrokeshire,St Florence,1,1,1,0
205000,239600,52.0201,-4.8423,Pembrokeshire,The Parrog Tidal Crossing,2,3,5,0
191925,227455,51.9063,-5.0252,Pembrokeshire,Trerhos,2,2,1,0
192015,227560,51.9072,-5.0240,Pembrokeshire,Trerhos,2,2,1,0
196010,226230,51.897376,-4.965699,Pembrokeshire,Upper Danbarch,0,0,0,0
287000,765000,56.7630,-3.8487,Perth & Kinross,Blair Atholl,1,5,3,0
287500,731600,56.4632,-3.8260,Perth & Kinross,Craignavar ,0,0,0,0
288850,718505,56.3459,-3.7986,Perth & Kinross,Dalpatrick,2,4,3,0
293052,765680,56.770386,-3.751433,Perth & Kinross,Glen Girnaig,1,3,3,0
285800,723600,56.3909,-3.8501,Perth & Kinross,Hosh,1,3,3,0
298800,734000,56.4873,-3.6436,Perth & Kinross,Little Glenshee,1,3,1,0
312900,324700,52.8125,-3.2924,Powys,Aber Rhaeadr,1,4,3,0
289800,229200,51.9499,-3.6036,Powys,Abercrai,0,0,0,0
308200,217200,51.8454,-3.3328,Powys,Abercynafon,2,2,3,0
283200,255500,52.1850,-3.7086,Powys,Abergwesyn,3,1,2,0
283400,255500,52.1850,-3.7057,Powys,Abergwesyn,3,1,2,0
283500,255500,52.1850,-3.7043,Powys,Abergwesyn,3,1,2,0
295000,258500,52.2143,-3.5370,Powys,Abernefal,1,1,2,0
287700,282300,52.4268,-3.6518,Powys,Afon Bidno,1,3,3,0
275200,290500,52.4977,-3.8386,Powys,Afon Lluestgota,1,3,4,0
292600,220700,51.8741,-3.5603,Powys,Afon Senni,1,1,2,0
292700,216500,51.8363,-3.5575,Powys,Blaen Llia,1,2,4,0
320100,234400,52.0019,-3.1640,Powys,Blaenau-isaf,1,1,1,0
291120,214845,51.8212,-3.5799,Powys,Blaen-nedd-isaf,2,2,3,0
297100,256900,52.2003,-3.5058,Powys,Brynieuau,1,2,3,0
323100,235600,52.0131,-3.1206,Powys,Bwlch,2,1,1,0
323150,235600,52.0131,-3.1199,Powys,Bwlch,2,1,1,0
325500,231500,51.9765,-3.0848,Powys,Capel-y-ffin,1,2,3,0
286900,263300,52.2558,-3.6572,Powys,Claerwen,1,3,3,0
289800,271800,52.3328,-3.6175,Powys,Craig Goch,1,2,4,0
291400,286200,52.4626,-3.5987,Powys,Cwm Deildre,1,1,2,0
285900,249900,52.1352,-3.6673,Powys,Cwm Irfon,1,3,3,0
282900,301200,52.5956,-3.7290,Powys,Darowen,1,1,3,0
322200,329000,52.8525,-3.1555,Powys,Derwen Deg,1,3,3,0
303900,248800,52.1287,-3.4040,Powys,Dollynwydd,1,1,2,0
287280,290605,52.501657,-3.662005,Powys,Dolydd,1,2,4,0
297100,314600,52.7189,-3.5236,Powys,Dol-y-gaseg,2,1,2,0
297300,314200,52.7154,-3.5205,Powys,Dol-y-gaseg,2,1,2,0
321200,278100,52.3949,-3.1582,Powys,Dutlas,1,2,4,0
322600,265300,52.2800,-3.1347,Powys,Ffoesidoes,3,2,1,0
322300,265200,52.2791,-3.1390,Powys,Ffoesidoes,3,1,1,0
322800,265600,52.2827,-3.1318,Powys,Ffoesidoes,3,1,1,0
292000,247300,52.1131,-3.5774,Powys,Glancwmddwr,3,3,3,0
292000,247000,52.1104,-3.5773,Powys,Glancwmddwr,3,2,1,0
298400,277700,52.3875,-3.4931,Powys,Glanyrafon,2,2,3,0
298300,277700,52.3875,-3.4945,Powys,Glanyrafon,2,1,3,0
318255,250882,52.1498,-3.1949,Powys,Glasnant,1,1,2,0
296600,265600,52.2784,-3.5158,Powys,Glyn,1,3,3,0
310500,267300,52.2961,-3.3125,Powys,Gravesend,1,3,4,0
321280,256745,52.2029,-3.1520,Powys,Gwaithla,1,2,3,0
301200,225200,51.9161,-3.4367,Powys,Heolfanog,1,2,1,0
305635,225395,51.9186,-3.3722,Powys,Llanfrynach,1,2,3,0
321500,239900,52.0515,-3.1449,Powys,Llanigon,1,2,1,0
284200,277200,52.3802,-3.7015,Powys,Lluest-Dolgwiail,3,2,3,0
284200,277100,52.3793,-3.7014,Powys,Lluest-Dolgwiail,3,2,3,0
287000,230100,51.9575,-3.6447,Powys,Llywel,1,3,3,0
312200,302900,52.6164,-3.2970,Powys,Manafon,2,4,1,0
307200,288500,52.4861,-3.3668,Powys,Mochdre,2,2,1,0
323700,268000,52.3044,-3.1192,Powys,Monaughty,1,1,2,0
279330,257590,52.203287,-3.767187,Powys,Nant y Gerwyn,1,1,1,0
287300,291200,52.5067,-3.6607,Powys,Nant-yr-hafod,1,1,1,0
280350,257050,52.198657,-3.752078,Powys,Nant-ystalwyn,1,1,3,0
303300,218100,51.8527,-3.4041,Powys,Neuadd Reservoir,1,1,3,0
301400,258205,52.2128,-3.4433,Powys,Newbridge on Wye,3,4,3,0
291400,284500,52.4473,-3.5981,Powys,Old Hall,1,1,1,0
285100,282100,52.4244,-3.6899,Powys,Pant Mawr,1,3,3,0
314600,302800,52.6159,-3.2615,Powys,Pant-y-ffridd,1,2,3,0
317900,229100,51.9539,-3.1948,Powys,Pengefford,2,1,3,0
318200,228900,51.9521,-3.1904,Powys,Pengefford,2,1,3,0
318050,235550,52.0119,-3.1942,Powys,Pen-y-coed,1,1,3,0
321100,235700,52.0137,-3.1498,Powys,Pen-yr-heol,3,1,3,0
321600,235800,52.0147,-3.1425,Powys,Pen-yr-heol,3,2,3,0
321800,235900,52.0156,-3.1396,Powys,Pen-yr-heol,3,1,3,0
321600,239000,52.0434,-3.1433,Powys,Plas Celyn,1,1,2,0
295100,271600,52.3321,-3.5396,Powys,Pont Marteg,1,3,4,0
320900,234400,52.0020,-3.1524,Powys,Rhos Fawr,1,1,2,0
313760,240900,52.0593,-3.2580,Powys,Rhydness,1,1,3,0
322300,291400,52.5146,-3.1451,Powys,Sarn,1,2,3,0
307700,289200,52.4925,-3.3596,Powys,Stepaside,1,2,1,0
286100,227700,51.9357,-3.6570,Powys,Stepping Stones,1,2,3,0
282700,285000,52.4500,-3.7262,Powys,Sweet Lamb,4,1,4,0
282500,284800,52.4481,-3.7291,Powys,Sweet Lamb,4,2,4,0
282400,284500,52.4454,-3.7305,Powys,Sweet Lamb,4,3,4,0
282400,284100,52.4418,-3.7303,Powys,Sweet Lamb,4,3,4,0
324400,232000,51.9809,-3.1009,Powys,Talsarn,1,1,2,0
293700,255000,52.1826,-3.5550,Powys,Tinybell,1,2,3,0
